﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;De 6h à 10h;462
LES-SAULES;87546226;SAM;2025-08-02;2025;C;C;Après 20h;76
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;Après 20h;48
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;De 16h à 20h;281
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;De 16h à 20h;272
LONGJUMEAU;87393611;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;318
US;87381178;SAM;2024-01-20;2024;J;J6;De 10h à 16h;18
VAIRES-TORCY;87116293;SAM;2023-11-18;2023;P;P;De 16h à 20h;438
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;Après 20h;106
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;Après 20h;59
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;De 16h à 20h;374
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;De 16h à 20h;836
VAUBOYEN;87393538;DIM;2025-09-02;2025;C;V;Avant 6h;0
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;Après 20h;4
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;De 10h à 16h;227
VAUCRESSON;87382267;SAM;2024-01-20;2024;L;L2;Après 20h;117
VERNOU-SUR-SEINE;87682468;DIM;2024-01-21;2024;R;R;De 10h à 16h;24
VERNOU-SUR-SEINE;87682468;JOB;2024-01-16;2024;R;R;De 10h à 16h;27
VERNOUILLET-VERNEUIL;87386656;DIM;2021-05-12;2021;J;J5;De 16h à 20h;233
VERNOUILLET-VERNEUIL;87386656;JOB;2025-01-04;2025;J;J5;Après 20h;88
VERSAILLES-CHANTIERS;87393009;DIM;2024-04-28;2024;U;U;De 16h à 20h;664
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;De 16h à 20h;212
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-23;2024;U;U;Avant 6h;42
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-23;2024;U;U;De 10h à 16h;618
VERSAILLES-CHANTIERS;87393009;JOB;2025-06-02;2025;C;V;De 6h à 10h;1158
VERSAILLES-RIVE-DROITE;87382861;JOB;2024-01-16;2024;L;L2;De 6h à 10h;3477
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;De 16h à 20h;1190
VILLAINES;87272021;JOB;2024-01-16;2024;H;H;Après 20h;3
VILLENEUVE-TRIAGE;87681809;DIM;2024-03-03;2024;D;D;De 10h à 16h;499
VILLEPREUX-LES-CLAYES;87393413;JOB;2024-01-16;2024;N;N;De 16h à 20h;557
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;SAM;2022-03-19;2022;E;E;De 16h à 20h;1492
VIROFLAY-RIVE-DROITE;87382887;SAM;2024-01-20;2024;L;L2;Avant 6h;13
VULAINES-SUR-SEINE-SAMOREAU;87682443;SAM;2024-01-20;2024;R;R;De 10h à 16h;38
YERRES;87682112;DIM;2024-03-03;2024;D;D;De 16h à 20h;521
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;Après 20h;14
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;De 6h à 10h;292
AMEDEE-GORDINI;87745844;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;457
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;De 6h à 10h;2514
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2025-01-04;2025;J;J5;De 10h à 16h;652
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;Avant 6h;146
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;1574
AVENUE-FOCH;87381038;SAM;2025-08-02;2025;C;C;Avant 6h;11
AVENUE-HENRI-MARTIN;87381046;DIM;2025-09-02;2025;C;C;De 6h à 10h;44
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 6h à 10h;1894
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;111
AULNAY-SOUS-BOIS;87271411;SAM;2024-01-20;2024;K;K;De 6h à 10h;370
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2025-06-02;2025;C;C;Après 20h;218
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L3;De 6h à 10h;391
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 6h à 10h;77
AVENUE-HENRI-MARTIN;87381046;JOB;2025-06-02;2025;C;C;Après 20h;109
BECON-LES-BRUYERES;87382002;JOB;2024-01-16;2024;L;L2;Après 20h;495
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;Après 20h;11
BESSANCOURT;87276642;DIM;2024-01-21;2024;H;H;De 10h à 16h;259
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L3;De 6h à 10h;748
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2025-09-02;2025;C;C;De 6h à 10h;1623
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2025-11-02;2025;C;C;De 10h à 16h;10555
BELLEVUE;87393116;SAM;2024-01-20;2024;N;N;De 16h à 20h;399
BESSANCOURT;87276642;SAM;2024-01-20;2024;H;H;De 6h à 10h;183
ARPAJON;87545467;DIM;2025-09-02;2025;C;C;De 6h à 10h;205
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L3;Avant 6h;82
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2025-08-02;2025;C;C;De 16h à 20h;10664
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;De 6h à 10h;77
BIEVRES;87393546;DIM;2025-09-02;2025;C;V;De 16h à 20h;66
BOIS-COLOMBES;87381079;SAM;2024-01-20;2024;J;J4;De 6h à 10h;883
BOIS-COLOMBES;87381079;DIM;2024-01-21;2024;J;J4;Avant 6h;33
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;De 16h à 20h;26
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;Avant 6h;52
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;898
BONDY;87113407;JOB;2022-03-22;2022;E;E;Après 20h;525
BOIS-DE-SAINT-EUTROPE;87745984;JOB;2024-11-26;2024;T12;T12;Après 20h;18
BONDY;87113407;DIM;2022-03-20;2022;E;E;Avant 6h;72
AVENUE-FOCH;87381038;JOB;2025-06-02;2025;C;C;Après 20h;277
BOIS-DE-SAINT-EUTROPE;87745984;DIM;2024-01-12;2024;T12;T12;Avant 6h;1
BELLOY-SAINT-MARTIN;87276550;JOB;2024-01-16;2024;H;H;De 6h à 10h;190
BORAN-SUR-OISE;87276444;JOB;2024-01-16;2024;H;H;De 16h à 20h;14
BORAN-SUR-OISE;87276444;SAM;2024-01-20;2024;H;H;De 16h à 20h;8
BOIS-LE-ROI;87682203;SAM;2024-01-20;2024;R;R;De 10h à 16h;611
BOURRON-MARLOTTE-GREZ;87684118;DIM;2024-01-21;2024;R;R;De 6h à 10h;29
BOUGIVAL;87382440;JOB;2024-01-16;2024;L;L2;De 10h à 16h;285
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;De 16h à 20h;765
BREUILLET-VILLAGE;87545491;JOB;2025-04-02;2025;C;C;Avant 6h;51
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;Après 20h;293
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2025-08-02;2025;C;C;De 6h à 10h;2999
BOIGNEVILLE;87684407;JOB;2024-12-03;2024;D;D;Avant 6h;1
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 10h à 16h;7
BOIS-COLOMBES;87381079;JOB;2024-01-16;2024;J;J4;Après 20h;446
BOIS-DE-SAINT-EUTROPE;87745984;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;79
BOIS-DE-SAINT-EUTROPE;87745984;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;73
BOIS-LE-ROI;87682203;JOB;2024-01-16;2024;R;R;De 10h à 16h;470
BOISSISE-LE-ROI;87682518;JOB;2024-12-03;2024;D;D;De 6h à 10h;172
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;Avant 6h;33
CERNAY;87276063;JOB;2024-01-16;2024;H;H;Après 20h;88
CHAVILLE-RIVE-DROITE;87382333;DIM;2024-04-28;2024;U;U;De 16h à 20h;106
BOUTIGNY;87681478;JOB;2024-02-04;2024;D;D;Après 20h;8
CHEMIN-D'ANTONY;87546317;SAM;2025-08-02;2025;C;C;De 16h à 20h;97
BRETIGNY;87545194;DIM;2025-09-02;2025;C;C;De 6h à 10h;540
BREUILLET-VILLAGE;87545491;SAM;2025-08-02;2025;C;C;Avant 6h;16
BRUYERES-SUR-OISE;87276451;DIM;2024-01-21;2024;H;H;De 6h à 10h;14
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;De 16h à 20h;15
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 16h à 20h;437
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;142
CHAMARANDE;87545152;SAM;2025-08-02;2025;C;C;De 16h à 20h;50
COLOMBES;87381087;JOB;2024-01-16;2024;J;J4;De 10h à 16h;2322
CERGY-PREFECTURE;87381905;JOB;2022-11-30;2022;A;A;Avant 6h;120
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2025-08-02;2025;C;C;De 10h à 16h;3933
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;L;L3;De 6h à 10h;1420
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2024-01-16;2024;H;H;De 16h à 20h;681
CORBEIL-ESSONNES;87681007;JOB;2024-12-03;2024;D;D;De 6h à 10h;8407
CHAMPAGNE-SUR-SEINE;87682450;JOB;2024-01-16;2024;R;R;De 16h à 20h;217
COUILLY-SAINT-GERMAIN-QUINCY;87116731;DIM;2023-09-17;2023;P;P;De 16h à 20h;19
CHAPONVAL;87276162;SAM;2024-01-20;2024;H;H;De 6h à 10h;8
CHANTELOUP-LES-VIGNES;87381475;SAM;2024-01-20;2024;J;J6;De 10h à 16h;436
CHATEAU-THIERRY;87116582;DIM;2023-09-17;2023;P;P;De 6h à 10h;126
DEUIL-MONTMAGNY;87276345;DIM;2024-01-21;2024;H;H;De 6h à 10h;414
CHARTRETTES;87682419;SAM;2024-01-20;2024;R;R;De 10h à 16h;27
CHAUMONT-EN-VEXIN;87381228;DIM;2024-01-21;2024;J;J6;Après 20h;5
DOURDAN;87545525;SAM;2025-08-02;2025;C;C;De 16h à 20h;174
CHAVILLE-VELIZY;87393173;JOB;2025-11-02;2025;C;C;De 10h à 16h;633
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2024-01-21;2024;N;N;De 10h à 16h;417
CHAVILLE-VELIZY;87393173;SAM;2025-08-02;2025;C;C;De 16h à 20h;541
CREIL;87276006;JOB;2024-05-03;2024;D;D;De 6h à 10h;76
DRANCY;87271403;SAM;2019-03-16;2019;B;B;Après 20h;851
EGLY;87545475;SAM;2025-08-02;2025;C;C;Après 20h;40
ECOUEN-EZANVILLE;87276394;DIM;2024-01-21;2024;H;H;De 10h à 16h;487
EPINAY-SUR-ORGE;87545228;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;522
EGLY;87545475;SAM;2025-08-02;2025;C;C;De 10h à 16h;201
EPINAY-VILLETANEUSE;87271122;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;2121
EPINAY-SUR-ORGE;87545228;JOB;2025-06-02;2025;C;C;Avant 6h;135
ABLON;87545269;JOB;2025-06-02;2025;C;C;De 16h à 20h;428
EPLUCHES;87276147;SAM;2024-01-20;2024;H;H;De 10h à 16h;51
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;De 10h à 16h;977
EPONE-MEZIERES;87386763;JOB;2025-01-04;2025;J;J5;De 10h à 16h;483
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L3;De 16h à 20h;2990
ERMONT-EAUBONNE;87276055;DIM;2025-09-02;2025;C;C;Après 20h;379
ATHIS-MONS;87545251;JOB;2025-06-02;2025;C;C;De 16h à 20h;590
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;H;H;De 10h à 16h;3274
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2025-08-02;2025;C;C;De 10h à 16h;358
ERMONT-HALTE;87276584;DIM;2024-01-21;2024;H;H;De 16h à 20h;182
ERMONT-HALTE;87276584;SAM;2024-01-20;2024;H;H;De 10h à 16h;470
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;22
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;De 10h à 16h;275
ESBLY;87116327;SAM;2023-11-18;2023;P;P;Avant 6h;52
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L2;De 16h à 20h;667
EVRY-COURCOURONNES;87681387;JOB;2024-05-03;2024;D;D;De 6h à 10h;4639
EVRY-COURCOURONNES;87681387;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;1656
BEYNES;87393363;JOB;2024-01-16;2024;N;N;De 10h à 16h;74
FONTAINE-LE-PORT;87682427;DIM;2024-01-21;2024;R;R;De 16h à 20h;22
FONTAINE-LE-PORT;87682427;SAM;2024-01-20;2024;R;R;Avant 6h;1
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;Après 20h;914
GARGAN;87113860;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;1063
BOUGIVAL;87382440;JOB;2024-01-16;2024;L;L2;De 16h à 20h;255
GARGENVILLE;87381566;SAM;2024-01-20;2024;J;J6;De 6h à 10h;121
FONTENAY-LE-FLEURY;87393405;DIM;2024-01-21;2024;N;N;Après 20h;85
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;SAM;2025-08-02;2025;C;C;De 10h à 16h;1200
BOUSSY-SAINT-ANTOINE;87682138;SAM;2024-02-03;2024;D;D;De 10h à 16h;1378
FREINVILLE-SEVRAN;87113894;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;261
BREUILLET-VILLAGE;87545491;JOB;2025-06-02;2025;C;C;Après 20h;8
GARANCIERES-LA-QUEUE;87393439;JOB;2024-01-16;2024;N;N;Après 20h;20
GARANCIERES-LA-QUEUE;87393439;JOB;2024-01-16;2024;N;N;De 6h à 10h;383
BRUYERES-SUR-OISE;87276451;JOB;2024-01-16;2024;H;H;De 16h à 20h;58
HERICY;87682435;DIM;2024-01-21;2024;R;R;De 16h à 20h;24
HERICY;87682435;SAM;2024-01-20;2024;R;R;De 16h à 20h;22
CERNAY;87276063;DIM;2025-09-02;2025;C;C;De 16h à 20h;181
INVALIDES;87393033;DIM;2025-09-02;2025;C;C;De 6h à 10h;1099
CESSON;87682161;SAM;2024-02-03;2024;D;D;De 16h à 20h;341
ISSY;87393074;JOB;2025-11-02;2025;C;C;De 10h à 16h;770
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2025-11-02;2025;C;C;De 10h à 16h;3853
JAVEL;87393066;SAM;2025-08-02;2025;C;C;Après 20h;559
CHAMPAGNE-SUR-OISE;87276519;JOB;2024-01-16;2024;H;H;Après 20h;18
JUVISY;87545244;DIM;2024-03-03;2024;D;D;Avant 6h;112
GRETZ-ARMAINVILLIERS;87116012;SAM;2022-03-19;2022;E;E;De 10h à 16h;312
GROS-NOYER-SAINT-PRIX;87276592;DIM;2024-01-21;2024;H;H;Après 20h;100
CHAMPLAN;87725457;DIM;2024-01-12;2024;T12;T12;Avant 6h;1
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;De 16h à 20h;124
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 16h à 20h;46
LA-BARRE-ORMESSON;87271171;JOB;2024-01-16;2024;H;H;De 6h à 10h;2517
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;De 6h à 10h;34
LA-CELLE-SAINT-CLOUD;87382432;SAM;2024-01-20;2024;L;L2;Avant 6h;37
CHAPONVAL;87276162;JOB;2024-01-16;2024;H;H;De 6h à 10h;49
CHARTRETTES;87682419;DIM;2024-01-21;2024;R;R;De 16h à 20h;16
LA-FERTE-ALAIS;87681452;DIM;2024-03-03;2024;D;D;De 10h à 16h;97
CHAVILLE-RIVE-DROITE;87382333;DIM;2024-04-28;2024;U;U;Après 20h;43
CHAVILLE-RIVE-DROITE;87382333;SAM;2024-01-20;2024;L;L2;De 10h à 16h;815
LA-FRETTE-MONTIGNY;87381871;DIM;2024-01-21;2024;J;J6;Après 20h;53
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2024-01-21;2024;N;N;Après 20h;81
LA-VERRIERE;87393256;DIM;2024-01-21;2024;N;N;Après 20h;153
CHEMIN-D'ANTONY;87546317;DIM;2025-09-02;2025;C;C;De 16h à 20h;65
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2022-11-19;2022;A;A;De 10h à 16h;4843
CLAMART;87391565;DIM;2024-01-21;2024;N;N;De 10h à 16h;726
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;Après 20h;3
CLAMART;87391565;DIM;2024-01-21;2024;N;N;De 6h à 10h;163
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;De 16h à 20h;1062
CLICHY-MONTFERMEIL;87704304;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;253
JOUY-EN-JOSAS;87393512;JOB;2025-06-02;2025;C;V;Avant 6h;6
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;De 10h à 16h;1791
JUVISY;87545244;DIM;2025-09-02;2025;C;C;De 10h à 16h;5361
LA-VERRIERE;87393256;SAM;2024-01-20;2024;N;N;De 16h à 20h;526
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;De 6h à 10h;11
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;Après 20h;374
PUTEAUX;87382382;SAM;2024-01-20;2024;L;L2;Avant 6h;32
LE-COUDRAY-MONTCEAUX;87681635;JOB;2024-02-04;2024;D;D;Après 20h;0
REMISE-A-JORELLE;87988709;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;103
LE-PERRAY;87393298;JOB;2024-01-16;2024;N;N;De 6h à 10h;775
RIS-ORANGIS;87681338;DIM;2024-03-03;2024;D;D;Avant 6h;17
ROMAIN-ROLLAND;87704296;SAM;2021-11-09;2021;T4;T4;Après 20h;104
LES-CLAIRIERES-DE-VERNEUIL;87386664;DIM;2021-05-12;2021;J;J5;Avant 6h;1
ROSNY-SUR-SEINE;87415885;JOB;2025-01-04;2025;J;J5;De 16h à 20h;25
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;De 16h à 20h;4213
SAINT-CYR;87393223;DIM;2025-09-02;2025;C;C;Après 20h;22
LES-VALLEES;87386300;DIM;2024-01-21;2024;L;L3;De 6h à 10h;422
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;De 6h à 10h;780
SAINT-CYR;87393223;SAM;2024-01-20;2024;N;N;Avant 6h;25
LONGJUMEAU;87393611;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;46
SAINT-DENIS;87271015;JOB;2024-05-03;2024;D;D;Avant 6h;414
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;Après 20h;3452
SAINT-DENIS;87271015;SAM;2024-02-03;2024;D;D;Avant 6h;617
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 10h à 16h;5248
SAINT-LEU-D'ESSERENT;87276402;DIM;2024-01-21;2024;H;H;De 10h à 16h;32
SAINT-LEU-D'ESSERENT;87276402;SAM;2024-01-20;2024;H;H;Avant 6h;1
MANTES-LA-JOLIE;87381509;SAM;2024-01-20;2024;J;J6;De 10h à 16h;700
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;De 10h à 16h;698
MAREIL-SUR-MAULDRE;87381715;JOB;2024-01-16;2024;N;N;De 16h à 20h;35
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;SAM;2024-01-20;2024;J;J6;De 16h à 20h;183
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-01-21;2024;N;N;Avant 6h;3
MASSY-PALAISEAU;87393579;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;1103
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2024-04-27;2024;U;U;De 10h à 16h;957
MAULE;87381723;DIM;2024-01-21;2024;N;N;De 10h à 16h;137
SAINTE-GENEVIEVE-DES-BOIS;87545210;DIM;2025-09-02;2025;C;C;De 16h à 20h;588
MAULE;87381723;DIM;2024-01-21;2024;N;N;De 16h à 20h;82
MAURECOURT;87381483;JOB;2024-01-16;2024;J;J6;De 6h à 10h;752
SARTROUVILLE;87386417;DIM;2022-11-20;2022;A;A;Après 20h;484
MITRY-CLAYE;87271528;JOB;2024-01-16;2024;K;K;Avant 6h;39
SEVRAN-LIVRY;87271429;JOB;2023-10-10;2023;B;B;De 6h à 10h;4503
MONTFORT-L'AMAURY-MERE;87393892;DIM;2024-01-21;2024;N;N;De 10h à 16h;218
STADE-DE-FRANCE-SAINT-DENIS;87164780;DIM;2024-03-03;2024;D;D;De 6h à 10h;273
STAINS-LA-CERISAIE;87697334;SAM;2021-11-20;2021;T11;T11;Après 20h;155
SURVILLIERS-FOSSES;87276261;DIM;2024-03-03;2024;D;D;Après 20h;63
CRETEIL-POMPADOUR;87608802;SAM;2024-02-03;2024;D;D;Avant 6h;198
MOUROUX;87116285;JOB;2023-11-14;2023;P;P;Après 20h;3
CROUY-SUR-OURCQ;87116640;JOB;2023-09-19;2023;P;P;Après 20h;5
TOURNAN;87116210;DIM;2022-03-20;2022;E;E;De 6h à 10h;102
NANGIS;87116095;SAM;2023-11-18;2023;P;P;De 6h à 10h;219
TRAITE-DE-ROME;87746016;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;34
NANTEUIL-LE-HAUDOUIN;87271577;SAM;2024-01-20;2024;K;K;De 10h à 16h;37
NANTEUIL-SAACY;87116558;DIM;2023-09-17;2023;P;P;De 16h à 20h;193
NANTEUIL-SAACY;87116558;SAM;2023-09-16;2023;P;P;Avant 6h;15
NOINTEL-MOURS;87276758;SAM;2024-01-20;2024;H;H;Avant 6h;9
TRIE-CHATEAU;87381236;JOB;2024-01-16;2024;J;J6;De 16h à 20h;8
EVRY-COURCOURONNES;87681387;JOB;2024-05-03;2024;D;D;Avant 6h;525
FAREMOUTIERS-POMMEUSE;87116277;JOB;2023-11-14;2023;P;P;Après 20h;8
FERME-NEUVE;87745851;DIM;2024-01-12;2024;T12;T12;Avant 6h;8
FERRIERES-FONTENAY;87684241;JOB;2024-01-16;2024;R;R;De 6h à 10h;46
PARC-DU-CHATEAU;87745786;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;53
VERNEUIL-L'ETANG;87116079;DIM;2023-11-19;2023;P;P;Après 20h;25
GARCHES-MARNES-LA-COQUETTE;87382259;SAM;2024-01-20;2024;L;L2;Après 20h;170
VIGNEUX-SUR-SEINE;87681304;JOB;2024-05-03;2024;D;D;De 10h à 16h;2001
GISORS;87381244;SAM;2024-01-20;2024;J;J6;De 6h à 10h;115
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2025-09-02;2025;C;C;De 10h à 16h;825
VITRY-SUR-SEINE;87545293;DIM;2025-09-02;2025;C;C;Après 20h;173
GUERARD-LA-CELLE-SUR-MORIN;87116269;SAM;2023-11-18;2023;P;P;Après 20h;4
GUERARD-LA-CELLE-SUR-MORIN;87116269;SAM;2023-11-18;2023;P;P;De 10h à 16h;32
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;De 10h à 16h;6756
HERBLAY;87381889;JOB;2024-01-16;2024;J;J6;De 16h à 20h;943
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;287
HOPITAL-DE-MONTFERMEIL;87704338;JOB;2021-09-21;2021;T4;T4;Avant 6h;1
HOPITAL-DE-MONTFERMEIL;87704338;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;169
YERRES;87682112;SAM;2024-02-03;2024;D;D;De 6h à 10h;724
MAROLLES-EN-HUREPOIX;87545186;JOB;2025-11-02;2025;C;C;De 10h à 16h;251
LES-VALLEES;87386300;DIM;2024-01-21;2024;L;L3;De 16h à 20h;1003
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;Avant 6h;2
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;Après 20h;25
LIVRY-SUR-SEINE;87682401;DIM;2024-01-21;2024;R;R;De 10h à 16h;55
MEAUX;87116103;SAM;2023-11-18;2023;P;P;De 16h à 20h;2308
LONGJUMEAU;87393611;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;374
SEVRES-VILLE-D'AVRAY;87382341;SAM;2024-04-27;2024;U;U;De 10h à 16h;172
LONGUEVILLE;87116137;JOB;2023-11-14;2023;P;P;De 10h à 16h;288
STAINS-LA-CERISAIE;87697334;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;986
MONTARGIS;87684001;DIM;2024-01-21;2024;R;R;De 6h à 10h;302
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;De 6h à 10h;671
MARLES-EN-BRIE;87116228;DIM;2023-11-19;2023;P;P;De 10h à 16h;80
MONTIGNY-BEAUCHAMP;87276089;JOB;2024-01-16;2024;H;H;Après 20h;343
MASSY-EUROPE;87725465;DIM;2024-01-12;2024;T12;T12;Avant 6h;4
THUN-LE-PARADIS;87381822;DIM;2024-01-21;2024;J;J6;Après 20h;25
MORMANT;87116087;SAM;2023-11-18;2023;P;P;De 16h à 20h;72
THUN-LE-PARADIS;87381822;DIM;2024-01-21;2024;J;J6;Avant 6h;7
MOUROUX;87116285;SAM;2023-11-18;2023;P;P;De 16h à 20h;16
THUN-LE-PARADIS;87381822;JOB;2024-01-16;2024;J;J6;Avant 6h;34
NANGIS;87116095;JOB;2023-11-14;2023;P;P;De 16h à 20h;187
TOURNAN;87116210;SAM;2023-11-18;2023;P;P;De 6h à 10h;133
TRAPPES;87393835;SAM;2024-01-20;2024;N;N;De 6h à 10h;492
TRIEL-SUR-SEINE;87381806;JOB;2024-01-16;2024;J;J6;Après 20h;34
VILLEPINTE;87271452;DIM;2019-03-24;2019;B;B;Après 20h;240
OZOIR-LA-FERRIERE;87116020;JOB;2022-03-22;2022;E;E;De 16h à 20h;430
VILLEPREUX-LES-CLAYES;87393413;SAM;2024-01-20;2024;N;N;Après 20h;142
VILLEPREUX-LES-CLAYES;87393413;SAM;2024-01-20;2024;N;N;De 10h à 16h;751
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;K;K;Après 20h;73
PARIS-GARE-DU-NORD;87271031;SAM;2024-02-03;2024;D;D;Après 20h;13063
PANTIN;87113209;SAM;2022-03-19;2022;E;E;De 6h à 10h;1355
